,c7223,c7318,c7210,c7219
2017-06-26 21:40:00,0.010496408212929964,0.013085828092880548,0.011681194230914117,0.010338773857802153
2017-06-26 21:45:00,0.001790918898768723,0.00162240001372993,0.00587693490087986,0.006420012237504125
2017-06-26 21:50:00,0.022180271486286075,0.009615293703973293,0.01580091876676306,0.014926209673285484
2017-06-26 21:55:00,0.0,0.0,0.0,0.0
2017-06-26 22:00:00,0.0,0.0,0.0,0.0
2017-06-26 22:05:00,0.0,0.0,0.0,0.0
2017-06-26 22:10:00,0.0,0.0,0.0,0.0
2017-06-26 22:15:00,0.0,0.0,0.0,0.0
2017-06-26 22:20:00,0.0,0.0,0.0,0.0
2017-06-26 22:25:00,0.0,0.0,0.0,0.0
2017-06-26 22:30:00,0.0,0.0,0.0,0.0
2017-06-26 22:35:00,0.0,0.0,0.0,0.0
2017-06-26 22:40:00,0.0,0.0,0.0,0.0
2017-06-26 22:45:00,0.0,0.0,0.0,0.0
2017-06-26 22:50:00,0.0,0.0,0.0,0.0
2017-06-26 22:55:00,0.0,0.0,0.0,0.0
2017-06-26 23:00:00,0.0,0.0,0.0,0.0
2017-06-26 23:05:00,0.0,0.0,0.0,0.0
2017-06-26 23:10:00,0.0,0.0,0.0,0.0
2017-06-26 23:15:00,0.0,0.0,0.0,0.0
2017-06-26 23:20:00,0.0,0.0,0.0,0.0
2017-06-26 23:25:00,0.0,0.0,0.0,0.0
2017-06-26 23:30:00,0.0,0.0,0.0,0.0
2017-06-26 23:35:00,0.0,0.0,0.0,0.0
2017-06-26 23:40:00,0.0,0.0,0.0,0.0
2017-06-26 23:45:00,0.0,0.0,0.0,0.0
2017-06-26 23:50:00,0.0,0.0,0.0,0.0
2017-06-26 23:55:00,0.0,0.0,0.0,0.0
2017-06-27 00:00:00,0.0,0.0,0.0,0.0
2017-06-27 00:05:00,0.0,0.0,0.0,0.0
2017-06-27 00:10:00,0.0,0.0,0.0,0.0
2017-06-27 00:15:00,0.0,0.0,0.0,0.0
2017-06-27 00:20:00,0.0,0.0,0.0,0.0
2017-06-27 00:25:00,0.0,0.0,0.0,0.0
2017-06-27 00:30:00,0.0,0.0,0.0,0.0
2017-06-27 00:35:00,0.0,0.0,0.0,0.0
2017-06-27 00:40:00,0.0,0.0,0.0,0.0
2017-06-27 00:45:00,0.0,0.0,0.0,0.0
2017-06-27 00:50:00,0.0,0.0,0.0,0.0
2017-06-27 00:55:00,0.0,0.0,0.0,0.0
2017-06-27 01:00:00,0.0,0.0,0.0,0.0
2017-06-27 01:05:00,0.0,0.0,0.0,0.0
2017-06-27 01:10:00,0.0,0.0,0.0,0.0
2017-06-27 01:15:00,0.0,0.0,0.0,0.0
2017-06-27 01:20:00,0.0,0.0,0.0,0.0
2017-06-27 01:25:00,0.0,0.0,0.0,0.0
2017-06-27 01:30:00,0.0,0.0,0.0,0.0
2017-06-27 01:35:00,0.0,0.0,0.0,0.0
2017-06-27 01:40:00,0.0,0.0,0.0,0.0
2017-06-27 01:45:00,0.0,0.0,0.0,0.0
2017-06-27 01:50:00,0.0,0.0,0.0,0.0
2017-06-27 01:55:00,0.0,0.0,0.0,0.0
2017-06-27 02:00:00,0.0,0.0,0.0,0.0
2017-06-27 02:05:00,0.0,0.0,0.0,0.0
2017-06-27 02:10:00,0.0,0.0,0.0,0.0
2017-06-27 02:15:00,0.0,0.0,0.0,0.0
2017-06-27 02:20:00,0.0,0.0,0.0,0.0
2017-06-27 02:25:00,0.0,0.0,0.0,0.0
2017-06-27 02:30:00,0.0,0.0,0.0,0.0
2017-06-27 02:35:00,0.0,0.0,0.0,0.0
2017-06-27 02:40:00,0.0,0.0,0.0,0.0
2017-06-27 02:45:00,0.0,0.0,0.0,0.0
2017-06-27 02:50:00,0.0,0.0,0.0,0.0
2017-06-27 02:55:00,0.0,0.0,0.0,0.0
2017-06-27 03:00:00,0.0,0.0,0.0,0.0
2017-06-27 03:05:00,0.0,0.0,0.0,0.0
2017-06-27 03:10:00,0.0,0.0,0.0,0.0
2017-06-27 03:15:00,0.0,0.0,0.0,0.0
2017-06-27 03:20:00,0.0,0.0,0.0,0.0
2017-06-27 03:25:00,0.0,0.0,0.0,0.0
2017-06-27 03:30:00,0.0,0.0,0.0,0.0
2017-06-27 03:35:00,0.0,0.0,0.0,0.0
2017-06-27 03:40:00,0.0,0.0,0.0,0.0
2017-06-27 03:45:00,0.0,0.0,0.0,0.0
2017-06-27 03:50:00,0.0,0.0,0.0,0.0
2017-06-27 03:55:00,0.0,0.0,0.0,0.0
2017-06-27 04:00:00,0.0,0.0,0.0,0.0
2017-06-27 04:05:00,0.0,0.0,0.0,0.0
2017-06-27 04:10:00,0.0,0.0,0.0,0.0
2017-06-27 04:15:00,0.0,0.0,0.0,0.0
2017-06-27 04:20:00,0.0,0.0,0.0,0.0
2017-06-27 04:25:00,0.0,0.0,0.0,0.0
2017-06-27 04:30:00,0.0,0.0,0.0,0.0
2017-06-27 04:35:00,0.0,0.0,0.0,0.0
2017-06-27 04:40:00,0.0,0.0,0.0,0.0
2017-06-27 04:45:00,0.0,0.0,0.0,0.0
2017-06-27 04:50:00,0.0,0.0,0.0,0.0
2017-06-27 04:55:00,0.0,0.0,0.0,0.0
2017-06-27 05:00:00,0.0,0.0,0.0,0.0
2017-06-27 05:05:00,0.0,0.0,0.0,0.0
2017-06-27 05:10:00,0.0,0.0,0.0,0.0
2017-06-27 05:15:00,0.0,0.0,0.0,0.0
2017-06-27 05:20:00,0.0,0.0,0.0,0.0
2017-06-27 05:25:00,0.0,0.0,0.0,0.0
2017-06-27 05:30:00,0.0,0.0,0.0,0.0
2017-06-27 05:35:00,0.0,0.0,0.0,0.0
2017-06-27 05:40:00,0.0,0.0,0.0,0.0
2017-06-27 05:45:00,0.0,0.0,0.0,0.0
2017-06-27 05:50:00,0.0,0.0,0.0,0.0
2017-06-27 05:55:00,0.0,0.0,0.0,0.0
2017-06-27 06:00:00,0.0,0.0,0.0,0.0
2017-06-27 06:05:00,0.0,0.0,0.0,0.0
2017-06-27 06:10:00,0.0,0.0,0.0,0.0
2017-06-27 06:15:00,0.0,0.0,0.0,0.0
2017-06-27 06:20:00,0.0,0.0,0.0,0.0
2017-06-27 06:25:00,0.0,0.0,0.0,0.0
2017-06-27 06:30:00,0.0,0.0,0.0,0.0
2017-06-27 06:35:00,0.0,0.0,0.0,0.0
2017-06-27 06:40:00,0.0,0.0,0.0,0.0
2017-06-27 06:45:00,0.0,0.0,0.0,0.0
2017-06-27 06:50:00,0.0,0.0,0.0,0.0
2017-06-27 06:55:00,0.0,0.0,0.0,0.0
2017-06-27 07:00:00,0.0,0.0,0.0,0.0
2017-06-27 07:05:00,0.0,0.0,0.0,0.0
2017-06-27 07:10:00,0.0,0.0,0.0,0.0
2017-06-27 07:15:00,0.0,0.0,0.0,0.0
2017-06-27 07:20:00,0.0,0.0,0.0,0.0
2017-06-27 07:25:00,0.0,0.0,0.0,0.0
2017-06-27 07:30:00,0.0,0.0,0.0,0.0
2017-06-27 07:35:00,0.0,0.0,0.0,0.0
2017-06-27 07:40:00,0.0,0.0,0.0,0.0
2017-06-27 07:45:00,0.0,0.0,0.0,0.0
2017-06-27 07:50:00,0.0,0.0,0.0,0.0
2017-06-27 07:55:00,0.0,0.0,0.0,0.0
2017-06-27 08:00:00,0.0,0.0,0.0,0.0
2017-06-27 08:05:00,0.0,0.0,0.0,0.0
2017-06-27 08:10:00,0.0,0.0,0.0,0.0
2017-06-27 08:15:00,0.0,0.0,0.0,0.0
2017-06-27 08:20:00,0.0,0.0,0.0,0.0
2017-06-27 08:25:00,0.0,0.0,0.0,0.0
2017-06-27 08:30:00,0.0,0.0,0.0,0.0
2017-06-27 08:35:00,0.0,0.0,0.0,0.0
2017-06-27 08:40:00,0.0,0.0,0.0,0.0
2017-06-27 08:45:00,0.0,0.0,0.0,0.0
2017-06-27 08:50:00,0.0,0.0,0.0,0.0
2017-06-27 08:55:00,0.0,0.0,0.0,0.0
2017-06-27 09:00:00,0.0,0.0,0.0,0.0
2017-06-27 09:05:00,0.0,0.0,0.0,0.0
2017-06-27 09:10:00,0.0,0.0,0.0,0.0
2017-06-27 09:15:00,0.0,0.0,0.0,0.0
