,c7315,c7119,c7316,c7321,c7203,c7123,c7104,c6911,c7102,c6917,c7101,c7124,c7344,c6918,c6919,c7120,c7121,c7122,c7109,c7113,c7202,c7319,c7318,c7340,c7341,c7317,c7309,c7103,c7115,c7114,c7116,c7111,c7110,c6907,c7112,c7223,c6924,c6923,c6922,c6921,c6920,c7201,c7320
2017-07-08 00:35:00,98399870976.0,98078887936.0,98708524236.8,80536222105.6,98580624179.2,98119605452.8,96067366912.0,82642530304.0,96006347980.8,81848828723.2,87453414195.2,97370400358.4,54492666265.6,78350344192.0,96680400486.4,97349512396.8,90207123046.4,92653058457.6,88410579763.2,94483210240.0,99150467891.2,97899576524.8,96712177254.4,85138163302.4,85645162086.4,85071140454.4,90521535283.2,97295301836.8,95911918796.8,97333601075.2,86952698675.2,97113211699.2,97287156531.2,77279503974.4,89253400576.0,92632159846.4,98598096076.8,97369922764.8,89427909017.6,93580923699.2,97740611584.0,85115777024.0,93726142464.0
2017-07-08 00:40:00,98333773824.0,98066080563.2,98494160896.0,80509012377.6,98373057740.8,98156910182.4,96145997004.8,82653347020.8,96433750016.0,81840342630.4,87496035532.8,97347901849.6,54472440217.6,78392097996.8,96744064614.4,97396534476.8,90171224064.0,92672932249.6,88416852377.6,94526376345.6,99030805708.8,97886254694.4,96675232972.8,85137503027.2,85609301606.4,85075804160.0,90414053785.6,97200635904.0,95922941132.8,97321491660.8,86995501875.2,97120424755.2,97322259251.2,77296287744.0,89272116019.2,92355502899.2,98697308569.6,97445458739.2,89376772915.2,93602037760.0,97775196569.6,85014513254.4,93710370406.4
2017-07-08 00:45:00,98961644748.8,98554028032.0,99224186880.0,81042634342.4,99258787430.4,98488791040.0,95891882803.2,82918839091.2,97000171929.6,82348287590.4,87919321088.0,97828347084.8,54819370598.4,78629437440.0,97099546624.0,97747819724.8,90726839091.2,92695410278.4,88861908172.8,94905491456.0,100150861824.0,98497440153.6,97484531302.4,86038743449.6,86198050816.0,85586348441.6,91019806310.4,97935632793.6,96426015948.8,97901118259.2,87294744985.6,97570567782.4,97700818124.8,77578270310.4,89597685760.0,92885096038.4,98598350028.8,97557673574.4,89419781734.4,93804447334.4,98151781990.4,85644340428.8,94216998092.8
2017-07-08 00:50:00,105517457408.0,101130807705.6,105830386892.8,82138015334.4,101104669491.2,99491317350.4,99434320691.2,85254107136.0,99227629977.6,83526754304.0,90150769459.2,100371718963.2,55995153612.8,79156295270.4,97964030361.6,98762135961.6,93873016012.8,95190277324.8,91402686464.0,96077034291.2,100622266368.0,100379780710.4,99171150233.6,85192502476.8,87301343641.6,87445132083.2,93982069555.2,101378239692.8,99208276377.6,99699020595.2,88197925273.6,98920648704.0,98895513190.4,79939192422.4,90650540441.6,93858423603.2,100453785600.0,99974592921.6,90340641996.8,94970419609.6,100663735910.4,88951378739.2,95938406809.6
2017-07-08 00:55:00,98422554624.0,98086485196.8,98720147865.6,80546308096.0,98672649011.2,98142895308.8,95788915097.6,82644226867.2,96257650688.0,81859045785.6,87471978086.4,97365929164.8,54475687526.4,78368540262.4,96728423628.8,97381859328.0,90227950387.2,92635626700.8,88430437171.2,94544081715.2,99299535257.6,97915046297.6,96737459404.8,85146425753.6,85656042700.8,85082886144.0,90552546918.4,97333904179.2,95921959731.2,97351545651.2,86994998886.4,97138448793.6,97361240064.0,77284345446.4,89273912524.8,92420136960.0,98443955404.8,97288786739.2,89337063014.4,93579281203.2,97764712448.0,85118019993.6,93732416716.8
2017-07-08 01:00:00,98346248601.6,98095886336.0,98570404659.2,80562295603.2,98752829849.6,98186271948.8,95994619494.4,82655448268.8,96825040896.0,81871908864.0,87603583385.6,97384226816.0,54454450585.6,78413528268.8,96771001548.8,97409302528.0,90186165452.8,92641077657.6,88458357145.6,94539998003.2,98864369664.0,97915590246.4,96689645977.6,85115450163.2,85675642060.8,85091126476.8,90412531712.0,97312356761.6,95956190822.4,97352577843.2,87017164800.0,97153966080.0,97354280960.0,77311503564.8,89287629209.6,92311835443.2,98628461363.2,97375068160.0,89421772390.4,93595831500.8,97829859328.0,85089489715.2,93732876288.0
2017-07-08 01:05:00,99404715622.4,100830810931.2,99775068569.6,82534105907.2,99945941401.6,100617497804.8,96975897395.2,84456799436.8,98641657856.0,85071789260.8,89946010419.2,100049929830.4,56316696166.4,80245188198.4,99188825292.8,99795461734.4,91661566771.2,93962590617.6,91006570496.0,99328312934.4,101408505036.8,98948886528.0,99165444505.6,86736411852.8,87917451673.6,86557240524.8,92123523481.6,98234304102.4,99095002316.8,99390472192.0,89145887948.8,101154217984.0,102635929600.0,79247568896.0,94752722124.8,95098776780.8,100325152358.4,99539120947.2,90698970726.4,95211941068.8,100225482752.0,86395143782.4,94801593958.4
2017-07-08 01:10:00,98374222643.2,99154541772.8,98550439116.8,80519520256.0,98418529075.2,98691912499.2,97686113484.8,82656146227.2,98276417536.0,81846717644.8,88748542361.6,98596626432.0,54474390732.8,78855592345.6,97294489190.4,97973442969.6,90190301593.6,94383995289.6,88408064819.2,95687360512.0,99038307123.2,97906571673.6,96697805209.6,85177828966.4,85617491968.0,85078288793.6,90400992460.8,97218952396.8,95908825497.6,97350158745.6,87557546803.2,98967871488.0,98578554880.0,77653880832.0,91073097728.0,92524628377.6,100279693312.0,97751520051.2,89891581132.8,95469228032.0,98266941030.4,85034991616.0,93726561894.4
2017-07-08 01:15:00,98378552934.4,98089591603.2,98651921612.8,80581388697.6,98468782899.2,98159630745.6,96226310553.6,82662525337.6,96896190873.6,81859134259.2,87540458291.2,97370060390.4,54493832806.4,78379532288.0,96729797427.2,97390516633.6,90235398553.6,92657799987.2,88424449638.4,94528226918.4,98981346508.8,97927712768.0,96726617292.8,85166406041.6,85668052172.8,85076587315.2,90542520729.6,97281957068.8,95934715494.4,97367407001.6,86990014054.4,97146839040.0,97345035468.8,77301631385.6,89287851212.8,92514462924.8,98460001894.4,97353020211.2,89467505049.6,93601076838.4,97784171724.8,85105207705.6,93743588966.4
2017-07-08 01:20:00,98379336089.6,98095979724.8,98571186995.2,80523087872.0,98413910425.6,98176841318.4,96156031385.6,82671270297.6,96502175334.4,81857825177.6,87496694988.8,97375010816.0,54470274252.8,78393624166.4,96740786176.0,97400799232.0,90193672601.6,92657198694.4,88434802688.0,94538924032.0,99151067545.6,97908578713.6,96733359308.8,85153737113.6,85619128729.6,85093733171.2,90445245644.8,97226332569.6,95926320332.8,97351598080.0,87001291980.8,97149471948.8,97354641408.0,77313264025.6,89288187904.0,92592744857.6,98743873536.0,97469884006.4,89488664166.4,93612771737.6,97791981977.6,85052642918.4,93728623001.6
