,c6912,c6939,c6910,c6916,c6914,c6915,c6930,c6937,c6938,c6913,c7241,c7240,c7243,c7242,c7245,c7244,c6901,c6903,c6902,c6905,c6904,c6929,c6906,c6909,c6908,c6948,c6945,c6944,c6941,c6940,c6943,c6942
2017-07-03 11:45:00,15.731999778747559,15.982000160217286,15.768000030517578,15.684000015258789,15.868000030517578,15.894000244140624,15.677999687194824,15.804000091552734,15.742000007629395,15.755999946594239,15.815999984741211,15.84000015258789,15.826000022888184,15.838000106811524,15.882000350952149,15.69799976348877,15.855999946594238,15.613999938964843,15.757999992370605,15.877999877929687,15.687999725341797,15.937999725341797,15.756000137329101,15.820000076293946,15.61200008392334,15.82800006866455,15.73799991607666,15.685999870300293,15.726000213623047,15.756000137329101,15.831999778747559,15.657999801635743
2017-07-03 11:50:00,16.00800018310547,16.206000137329102,16.12400016784668,16.018000411987305,16.06599998474121,16.084000396728516,15.989999771118164,16.320000076293944,16.168000411987304,16.004000091552733,15.989999771118164,15.989999771118164,15.989999771118164,15.989999771118164,16.002000045776366,15.989999771118164,15.989999771118164,16.013999938964844,16.020000076293947,16.06599998474121,16.068000411987306,16.345999908447265,16.117999649047853,16.23599967956543,15.989999771118164,15.989999771118164,15.989999771118164,15.989999771118164,16.030000305175783,16.02400016784668,16.156000518798827,16.076000213623047
2017-07-03 11:55:00,16.0,16.189999771118163,16.199999618530274,16.155999755859376,16.02400016784668,16.050000381469726,15.989999771118164,16.238000106811523,16.141999816894533,16.03599967956543,15.989999771118164,15.989999771118164,15.989999771118164,15.989999771118164,16.0,15.989999771118164,15.989999771118164,16.0,16.0,16.04800033569336,16.13000030517578,16.227999877929687,16.0,16.131999588012697,16.004000091552733,15.989999771118164,15.989999771118164,16.068000030517577,16.0,16.026000213623046,16.084000396728516,16.08000030517578
2017-07-03 12:00:00,16.0,16.21599998474121,16.301999664306642,16.25,16.10399971008301,16.020000076293947,15.989999771118164,16.288000106811523,16.23400001525879,16.083999633789062,15.989999771118164,15.989999771118164,16.00199966430664,16.004000091552733,16.0,16.04199981689453,15.989999771118164,16.0,16.05800018310547,16.16400032043457,16.145999908447266,16.56400032043457,16.01599998474121,16.200000381469728,16.022000122070313,16.062000274658203,15.989999771118164,16.10999984741211,16.038000106811523,16.020000076293947,16.206000137329102,16.002000045776366
2017-07-03 12:05:00,16.010000228881836,16.199999618530274,16.207999801635744,16.113999938964845,16.026000213623046,16.0,15.989999771118164,16.352000045776368,16.120000076293945,16.05799980163574,15.989999771118164,15.989999771118164,16.004000091552733,16.0,16.0,16.0,15.989999771118164,16.0,16.0,16.09800033569336,16.0,16.363999938964845,16.0,16.104000091552734,16.022000122070313,16.0,15.989999771118164,16.049999237060547,16.0,16.0,16.293999862670898,16.010000228881836
2017-07-03 12:10:00,16.0,16.170000076293945,16.129999923706055,16.12799987792969,16.0,16.020000076293947,15.989999771118164,16.155999755859376,16.12799987792969,16.047999954223634,15.989999771118164,15.989999771118164,16.0,16.0,16.0,16.0,16.0,16.02400016784668,16.020000076293947,16.211999893188477,16.0,16.404000091552735,16.0,16.179999542236327,16.020000457763672,16.0,15.989999771118164,16.033999633789062,16.078000259399413,16.0,16.182000350952148,16.026000213623046
2017-07-03 12:15:00,16.0,16.134000396728517,16.06599998474121,16.128000259399414,16.010000228881836,16.052000045776367,15.989999771118164,16.131999969482422,16.04199981689453,16.020000076293947,16.05800018310547,16.03400001525879,16.036000061035157,16.04000015258789,16.070000076293944,16.020000076293947,16.04800033569336,16.018000030517577,16.018000030517577,16.155999755859376,16.028000259399413,16.434000396728514,16.054000091552734,16.15999984741211,16.0,16.0,15.989999771118164,16.029999923706054,16.030000305175783,16.039999771118165,16.16999969482422,16.026000213623046
2017-07-03 12:20:00,16.010000228881836,16.034000396728516,16.0,16.042000198364256,16.0,16.020000076293947,15.989999771118164,16.15,16.0,16.00800018310547,16.002000045776366,16.04000015258789,16.01599998474121,16.0,16.05800018310547,16.261999893188477,16.010000228881836,16.0,16.0,16.184000396728514,16.0,16.195999908447266,16.0,16.16800003051758,16.020000076293947,16.0,15.989999771118164,16.0,16.0,16.0,16.11599998474121,16.018000030517577
2017-07-03 12:25:00,16.0,16.03400001525879,16.010000228881836,16.14800033569336,16.03599967956543,16.0,15.989999771118164,16.094000244140624,16.010000228881836,16.0,16.0,16.046000289916993,16.012000274658202,16.0,16.06200065612793,16.35999984741211,16.028000259399413,16.0,16.0,16.089999771118165,16.0,16.366000747680665,16.161999893188476,16.10999984741211,16.01599998474121,16.0,15.989999771118164,16.0,16.0,16.0,16.002000045776366,16.0
2017-07-03 12:30:00,16.04199981689453,16.097999572753906,16.0,16.012000274658202,16.01599998474121,16.020000076293947,15.989999771118164,16.220000076293946,16.020000076293947,16.052000045776367,16.0,16.0,16.0,16.0,16.00800018310547,16.22400016784668,16.0,16.0,16.018000030517577,16.026000213623046,16.04800033569336,16.249999618530275,16.043999862670898,16.197999954223633,16.00800018310547,16.020000076293947,15.989999771118164,16.03800048828125,16.06400032043457,16.030000305175783,16.136000442504884,16.05800018310547
2017-07-03 12:35:00,16.0,16.052000045776367,16.0,16.0,16.0,16.01599998474121,15.989999771118164,16.09600067138672,16.0,16.018000030517577,16.0,16.013999938964844,16.010000228881836,16.010000228881836,16.020000076293947,16.15200004577637,16.010000228881836,16.0,16.0,16.0,16.01600036621094,16.076000213623047,16.0,16.089999771118165,16.0,16.0,15.989999771118164,16.00800018310547,16.013999938964844,16.0,16.0560001373291,16.045999908447264
2017-07-03 12:40:00,16.0,16.04000015258789,16.0,16.0,16.0,16.002000045776366,15.989999771118164,16.108000564575196,16.0,16.0,16.0,16.0,16.0,16.0,16.020000076293947,16.263999938964844,16.0,16.0,16.0,16.01599998474121,16.0,16.010000228881836,16.0,16.018000030517577,16.0,16.0,15.989999771118164,16.018000030517577,16.0,16.0,16.01400032043457,16.1560001373291
