,c6643,c6947
2017-06-28 20:30:00,17.740053558349608,13.973370552062988
2017-06-28 20:35:00,18.467253112792967,14.39941864013672
2017-06-28 20:40:00,17.922315216064455,14.163829612731934
2017-06-28 20:45:00,17.824747467041014,14.066057777404785
2017-06-28 20:50:00,17.74018325805664,13.749825286865235
2017-06-28 20:55:00,19.012146759033204,14.873038864135742
2017-06-28 21:00:00,18.834452056884764,15.164942932128906
2017-06-28 21:05:00,17.72444381713867,13.644580078125
2017-06-28 21:10:00,17.785473251342772,13.530185317993164
2017-06-28 21:15:00,18.26329097747803,14.34822883605957
2017-06-28 21:20:00,17.807290267944335,13.959004211425782
2017-06-28 21:25:00,17.25788459777832,13.269415664672852
2017-06-28 21:30:00,18.29784812927246,14.663527679443359
2017-06-28 21:35:00,17.93359375,14.154242515563965
2017-06-28 21:40:00,17.916093826293945,13.849285125732422
2017-06-28 21:45:00,18.139321899414064,13.970840454101562
2017-06-28 21:50:00,17.338220596313477,13.576168823242188
2017-06-28 21:55:00,18.39581298828125,15.08909568786621
2017-06-28 22:00:00,18.963773345947267,15.01854305267334
2017-06-28 22:05:00,18.249128341674805,14.16485366821289
2017-06-28 22:10:00,17.771403503417968,13.876675605773926
2017-06-28 22:15:00,19.05913887023926,14.979675674438477
2017-06-28 22:20:00,18.69458885192871,14.565181350708007
2017-06-28 22:25:00,17.882077026367188,13.915202331542968
2017-06-28 22:30:00,18.707831954956056,14.304936599731445
2017-06-28 22:35:00,18.432765579223634,14.574958992004394
2017-06-28 22:40:00,18.077094650268556,13.935024070739747
2017-06-28 22:45:00,18.492025756835936,14.340811920166015
2017-06-28 22:50:00,18.36270866394043,14.010260581970215
2017-06-28 22:55:00,17.76504554748535,13.682695579528808
2017-06-28 23:00:00,18.877245330810545,14.683502960205079
2017-06-28 23:05:00,17.843503189086913,13.713520622253418
2017-06-28 23:10:00,17.91896209716797,13.597731590270996
2017-06-28 23:15:00,19.144584274291994,14.832805633544922
2017-06-28 23:20:00,18.49478225708008,14.565889930725097
2017-06-28 23:25:00,18.07811508178711,14.17846221923828
2017-06-28 23:30:00,18.37477264404297,14.334358406066894
2017-06-28 23:35:00,19.01546974182129,14.594034194946289
2017-06-28 23:40:00,18.482714462280274,14.229766654968262
2017-06-28 23:45:00,19.62291488647461,15.54501552581787
2017-06-28 23:50:00,19.393364715576173,15.402639198303223
2017-06-28 23:55:00,19.752864837646484,15.411795043945313
2017-06-29 00:00:00,19.39290084838867,15.004931640625
2017-06-29 00:05:00,18.406994247436522,14.386699676513672
2017-06-29 00:10:00,19.092070388793946,14.849662017822265
2017-06-29 00:15:00,19.681996154785157,15.541303634643555
2017-06-29 00:20:00,18.946527862548827,14.308172416687011
2017-06-29 00:25:00,18.696721649169923,14.220222663879394
2017-06-29 00:30:00,19.078972625732423,14.68947868347168
2017-06-29 00:35:00,18.409525299072264,14.354737281799316
2017-06-29 00:40:00,18.132464981079103,13.865485191345215
2017-06-29 00:45:00,18.823659896850586,14.55310287475586
2017-06-29 00:50:00,18.238457489013673,13.878106880187989
2017-06-29 00:55:00,18.865432357788087,14.755190467834472
2017-06-29 01:00:00,19.296226501464844,15.085169219970703
2017-06-29 01:05:00,18.368879318237305,14.318534851074219
2017-06-29 01:10:00,18.426650619506837,14.292320823669433
2017-06-29 01:15:00,19.241187286376952,14.661775970458985
2017-06-29 01:20:00,17.92613067626953,13.807153129577637
2017-06-29 01:25:00,18.069145584106444,13.622745513916016
2017-06-29 01:30:00,18.192393493652343,14.437799453735352
2017-06-29 01:35:00,18.366207885742188,15.035892486572266
2017-06-29 01:40:00,18.370882415771483,14.07868824005127
2017-06-29 01:45:00,18.663236236572267,14.381946563720703
2017-06-29 01:50:00,18.116518783569337,14.159592247009277
2017-06-29 01:55:00,18.29112777709961,14.178115081787109
2017-06-29 02:00:00,19.401681900024414,14.937675285339356
2017-06-29 02:05:00,18.181271743774413,14.0882999420166
2017-06-29 02:10:00,18.221428871154785,14.231294059753418
2017-06-29 02:15:00,18.912416076660158,14.672731018066406
2017-06-29 02:20:00,18.373431777954103,14.197574996948243
2017-06-29 02:25:00,18.106166076660156,13.593354034423829
2017-06-29 02:30:00,18.37522735595703,14.262187385559082
2017-06-29 02:35:00,18.729601287841795,14.830268478393554
2017-06-29 02:40:00,18.06527099609375,14.043095970153809
2017-06-29 02:45:00,19.263565063476562,14.954029655456543
2017-06-29 02:50:00,18.44163818359375,14.006892204284668
2017-06-29 02:55:00,18.733140563964845,14.433371925354004
2017-06-29 03:00:00,19.05272331237793,14.758532333374024
2017-06-29 03:05:00,18.52082405090332,14.324639701843262
2017-06-29 03:10:00,18.354226303100585,14.319297599792481
2017-06-29 03:15:00,18.795185470581053,14.668566513061524
2017-06-29 03:20:00,18.13056640625,13.905039024353027
2017-06-29 03:25:00,19.09547691345215,14.635462188720703
2017-06-29 03:30:00,19.332735061645508,15.027805709838868
2017-06-29 03:35:00,18.64784469604492,15.136189651489257
2017-06-29 03:40:00,18.48065757751465,14.333355522155761
2017-06-29 03:45:00,19.81546287536621,15.13683204650879
2017-06-29 03:50:00,18.5030948638916,14.40013256072998
2017-06-29 03:55:00,18.694746017456055,14.466204643249512
2017-06-29 04:00:00,18.641609954833985,14.599531555175782
2017-06-29 04:05:00,18.444238662719727,14.3693021774292
2017-06-29 04:10:00,18.554164505004884,14.128912544250488
2017-06-29 04:15:00,18.871989440917968,15.120087051391602
2017-06-29 04:20:00,18.1429443359375,14.254525566101075
2017-06-29 04:25:00,18.787741088867186,14.572568321228028
2017-06-29 04:30:00,19.127168273925783,15.031637573242188
2017-06-29 04:35:00,18.268836212158202,14.160128593444824
2017-06-29 04:40:00,18.75452003479004,14.506707954406739
2017-06-29 04:45:00,19.189356994628906,14.834523391723632
2017-06-29 04:50:00,18.24575271606445,14.10024642944336
2017-06-29 04:55:00,17.907164764404296,14.176045608520507
2017-06-29 05:00:00,18.971300888061524,14.411601066589355
2017-06-29 05:05:00,18.416267776489256,14.432904243469238
2017-06-29 05:10:00,18.63037223815918,14.77750015258789
2017-06-29 05:15:00,19.266203689575196,15.018234062194825
2017-06-29 05:20:00,19.086953353881835,14.832327079772949
2017-06-29 05:25:00,18.993282318115234,14.542723655700684
2017-06-29 05:30:00,19.468432235717774,14.827708625793457
2017-06-29 05:35:00,18.8713623046875,14.810002899169922
2017-06-29 05:40:00,19.340596389770507,15.146951866149902
2017-06-29 05:45:00,19.23351058959961,14.952857398986817
2017-06-29 05:50:00,19.330381774902342,14.89124755859375
2017-06-29 05:55:00,19.71108207702637,15.337999153137208
2017-06-29 06:00:00,19.27186813354492,15.11204948425293
2017-06-29 06:05:00,19.4247688293457,14.999359321594238
2017-06-29 06:10:00,19.152006530761717,15.090106010437012
2017-06-29 06:15:00,19.290799713134767,15.058793258666991
2017-06-29 06:20:00,18.665414810180664,14.437554931640625
2017-06-29 06:25:00,18.187165832519533,14.278931617736816
2017-06-29 06:30:00,18.98952980041504,14.873788452148437
2017-06-29 06:35:00,18.12526054382324,13.967688941955567
2017-06-29 06:40:00,19.438962554931642,15.46378402709961
2017-06-29 06:45:00,19.043733978271483,14.81526165008545
2017-06-29 06:50:00,18.49410209655762,14.33144931793213
2017-06-29 06:55:00,18.782540130615235,14.5373140335083
2017-06-29 07:00:00,19.030655670166016,15.348731231689452
2017-06-29 07:05:00,18.006061172485353,13.884647178649903
2017-06-29 07:10:00,18.73855323791504,14.636946487426759
2017-06-29 07:15:00,19.555797958374022,16.07134304046631
2017-06-29 07:20:00,18.815936660766603,14.14532642364502
2017-06-29 07:25:00,18.572491073608397,14.69617576599121
2017-06-29 07:30:00,19.759754180908203,15.814330863952637
2017-06-29 07:35:00,18.993848037719726,14.742348098754883
2017-06-29 07:40:00,19.513975143432617,15.264376640319824
2017-06-29 07:45:00,20.21324768066406,15.925359535217286
2017-06-29 07:50:00,19.27890510559082,14.658161926269532
2017-06-29 07:55:00,18.435776901245116,14.213850593566894
2017-06-29 08:00:00,19.76846809387207,15.505572891235351
2017-06-29 08:05:00,18.686165618896485,14.684224319458007
2017-06-29 08:10:00,18.997552108764648,14.922571563720703
2017-06-29 08:15:00,19.508350372314453,15.278088569641113
2017-06-29 08:20:00,19.039768600463866,15.0203125
2017-06-29 08:25:00,18.70443649291992,14.452349090576172
2017-06-29 08:30:00,19.834262466430665,15.689056015014648
2017-06-29 08:35:00,18.841243743896484,14.646262741088867
2017-06-29 08:40:00,18.760478210449218,14.785854530334472
2017-06-29 08:45:00,19.5211124420166,14.95896873474121
2017-06-29 08:50:00,18.769560241699217,14.541805839538574
2017-06-29 08:55:00,19.066828536987305,14.628551483154297
2017-06-29 09:00:00,18.955083465576173,15.086834526062011
2017-06-29 09:05:00,18.773944091796874,14.637372779846192
2017-06-29 09:10:00,18.916503143310546,14.555846977233887
2017-06-29 09:15:00,19.200080108642577,15.199089241027831
2017-06-29 09:20:00,18.557768630981446,14.353844833374023
2017-06-29 09:25:00,18.472602081298827,14.569192695617676
2017-06-29 09:30:00,19.180868530273436,15.702604484558105
2017-06-29 09:35:00,19.35584716796875,15.09287052154541
