,c6913,c6631,c6630,c6628,c7124,c7120,c7119,c7121,c7122,c7123,c7116
2017-07-15 06:35:00,5448675328.0,5596310732.8,5539323904.0,5519636889.6,5784265523.2,5377634304.0,5495279616.0,5356775014.4,5792453427.2,5422486323.2,5353621094.4
2017-07-15 06:40:00,5751866163.2,5269279539.2,5035855052.8,5571246489.6,5806113587.2,5168165683.2,5846424780.8,5346063155.2,5512041267.2,5444710400.0,5504271974.4
2017-07-15 06:45:00,5570114355.2,5469253632.0,5128938291.2,5515091148.8,5707802214.4,5134654668.8,5595565260.8,5448339456.0,5591117824.0,5457026252.8,5479874560.0
2017-07-15 06:50:00,6249423667.2,5381265817.6,5214537318.4,5451645747.2,5716538982.4,5277639475.2,5754888192.0,5152382976.0,5541812633.6,5333867724.8,6000390144.0
2017-07-15 06:55:00,5577226649.6,5531372748.8,5559852236.8,5617073356.8,5757320396.8,5932874956.8,5667015884.8,5233571430.4,5622691430.4,5563569766.4,5634330624.0
2017-07-15 07:00:00,6292843724.8,5416052326.4,5152772915.2,5549132185.6,5725473996.8,5226738483.2,5794085273.6,5173184921.6,5990848921.6,5375066931.2,5299390873.6
2017-07-15 07:05:00,5566593433.6,5778262425.6,5641787801.6,5639336755.2,5757224550.4,5896694988.8,5657715507.2,5224775680.0,5617575526.4,5574986956.8,5619836518.4
2017-07-15 07:10:00,5643216486.4,5505443430.4,5285549670.4,5391032320.0,5606392627.2,5275124531.2,5473719910.4,5527652761.6,5633971814.4,5343236915.2,5619458048.0
2017-07-15 07:15:00,5407470387.2,5338491289.6,5202294374.4,5602144256.0,5908072857.6,5488228761.6,5801230336.0,5134137753.6,5569419673.6,5495169024.0,5570106163.2
2017-07-15 07:20:00,5581730611.2,5494670950.4,5148053504.0,5515523686.4,5708623052.8,5141970944.0,5593620480.0,5448389427.2,5529196134.4,5457953587.2,5497787187.2
2017-07-15 07:25:00,5767308902.4,5347025715.2,5163044044.8,5418462412.8,5695619891.2,5244892774.4,5707717017.6,5789920460.8,5582866841.6,5316995481.6,5497058099.2
2017-07-15 07:30:00,5558838067.2,5459369984.0,5222099353.6,5338673971.2,5747956121.6,5233862246.4,5655414374.4,5480333312.0,5657101926.4,5338429849.6,5572384358.4
2017-07-15 07:35:00,5599572787.2,5447903641.6,5253390336.0,5543837696.0,5759432294.4,5239338598.4,5707390976.0,5174309683.2,5939211468.8,5383005798.4,5315602841.6
2017-07-15 07:40:00,5587088179.2,5221662720.0,5565882368.0,5621114470.4,5760677478.4,5365013708.8,5681025843.2,5243810611.2,5626823475.2,5563852390.4,5628095692.8
2017-07-15 07:45:00,5621123481.6,5449180774.4,5167158067.2,5560130764.8,5760430899.2,5238897049.6,5715288883.2,5198612070.4,5452167577.6,5384861286.4,5315273523.2
2017-07-15 07:50:00,5575507968.0,5203982745.6,5240152064.0,5738801561.6,5754594918.4,5545173811.2,5657210060.8,5232524492.8,5623843225.6,5751821107.2,5610681139.2
2017-07-15 07:55:00,5712897638.4,5474531737.6,5230292172.8,5339053260.8,5743015526.4,5239258316.8,6012601958.4,5552193536.0,5590483763.2,5324074188.8,5519258419.2
2017-07-15 08:00:00,5391520563.2,5332533248.0,5210657587.2,5588574208.0,5988519116.8,5457817600.0,5784061542.4,5090920857.6,5569736704.0,5482112614.4,5581429145.6
2017-07-15 08:05:00,5515202560.0,5661269196.8,5684395212.8,5579726028.8,5700050124.8,5340324659.2,5544661811.2,5423629107.2,5482540236.8,5469803315.2,5408639385.6
2017-07-15 08:10:00,5902563737.6,5326049280.0,5130174464.0,5391571353.6,5920612352.0,5207535616.0,6256372940.8,5342531584.0,5563724595.2,5294877081.6,5479676313.6
2017-07-15 08:15:00,5633335296.0,5529665536.0,5194218700.8,5326760345.6,5736665907.2,5200567500.8,5634909798.4,5475478732.8,5637549260.8,5323780096.0,5558797107.2
2017-07-15 08:20:00,5564792832.0,5409823129.6,5254152192.0,5485146931.2,5721590988.8,5305920716.8,5722809139.2,5169693491.2,5562576076.8,5355836211.2,5310224793.6
2017-07-15 08:25:00,5577561702.4,5218512076.8,5539123200.0,5622113075.2,5763019571.2,5555880755.2,5672111308.8,5230891008.0,5626644070.4,5561557811.2,5630822809.6
2017-07-15 08:30:00,5617843404.8,5446520012.8,5169665638.4,5559739187.2,5808732569.6,5237114470.4,5715485491.2,5194095820.8,5999287500.8,5383620198.4,5329708646.4
2017-07-15 08:35:00,5594524057.6,5228539904.0,5001146368.0,5625895321.6,5764800512.0,5988711628.8,5673120563.2,5240336384.0,5630059315.2,5569584332.8,5646793932.8
2017-07-15 08:40:00,5648337305.6,5515007590.4,5286397542.4,5402224230.4,5618209587.2,5283864576.0,5485566361.6,5540689510.4,5636225433.6,5347498393.6,5959154892.8
2017-07-15 08:45:00,5399932928.0,5328651059.2,5203494502.4,5589692416.0,5858194227.2,5487369420.8,6022633062.4,5133240729.6,5567289753.6,5494554624.0,5571946086.4
2017-07-15 08:50:00,5572306534.4,5474050867.2,5132392857.6,5514182656.0,5709541376.0,5129448652.8,5596658892.8,5448850636.8,5525193523.2,5455800729.6,5476859904.0
2017-07-15 08:55:00,5772597657.6,5350218956.8,5166001356.8,5430729113.6,5700908646.4,5244044902.4,5712705945.6,5358841036.8,5528324505.6,5317776998.4,5507995238.4
2017-07-15 09:00:00,5585219584.0,5493061222.4,5260794265.6,5366552166.4,5774691532.8,5276911206.4,5702985318.4,5943626956.8,5678981939.2,5362470912.0,5623081369.6
2017-07-15 09:05:00,5636911104.0,5433375129.6,5162414899.2,5551908454.4,5728791756.8,5238746316.8,5800737177.6,5184589824.0,5612945408.0,5386693017.6,5325132595.2
2017-07-15 09:10:00,5581189939.2,5217628979.2,5591370137.6,5621058764.8,5759818956.8,5953536819.2,5669528371.2,5238438297.6,5626304921.6,5564636364.8,5633542553.6
2017-07-15 09:15:00,5628586393.6,5434320486.4,5429891891.2,5605471846.4,5725845094.4,5236414873.6,5946949632.0,5192015052.8,6006672588.8,5383571046.4,5321261875.2
2017-07-15 09:20:00,5628249702.4,5279347507.2,5021655040.0,5993925017.6,5779747635.2,5346714419.2,5711623782.4,5275037696.0,5655687168.0,5582658764.8,5701977702.4
2017-07-15 09:25:00,5486744371.2,5562083737.6,5373493248.0,5483651072.0,5643492556.8,5361995776.0,5560045568.0,5339795456.0,5614560870.4,5403742208.0,5341536256.0
2017-07-15 09:30:00,5479812300.8,5420847104.0,5566617190.4,5677578649.6,6114885632.0,5482636083.2,6239512985.6,5188221337.6,5646896332.8,5525177958.4,5574161203.2
2017-07-15 09:35:00,5648444620.8,5453012172.8,5210273382.4,5335576576.0,5740715212.8,5214417715.2,5642197401.6,5476765696.0,5572950425.6,5329604608.0,5564973056.0
2017-07-15 09:40:00,5595406336.0,5434011648.0,5253521408.0,5518727577.6,5725116006.4,5501666918.4,5945484083.2,5180003942.4,5923260006.4,5381187993.6,5316631756.8
2017-07-15 09:45:00,5400308121.6,5314313420.8,5357330432.0,5427364659.2,5804399820.8,5334463283.2,5684355072.0,5374045388.8,5721010995.2,5413453824.0,5689491456.0
2017-07-15 09:50:00,5746869043.2,5616303308.8,5016680857.6,5315047424.0,5642967449.6,5169234739.2,5619898777.6,5334757376.0,5466139033.6,5630463180.8,5430867558.4
2017-07-15 09:55:00,5549734297.6,5298858393.6,5202536857.6,5566476288.0,5853842636.8,5466643660.8,5853317529.6,5137046732.8,5734025625.6,5476738662.4,5566378803.2
2017-07-15 10:00:00,5766696960.0,5625425100.8,5024629555.2,5322108928.0,5648868147.2,5176833638.4,5625274368.0,5339572633.6,5541759385.6,5274181632.0,5436887040.0
2017-07-15 10:05:00,5403651276.8,5316955340.8,5208969216.0,5583869542.4,5856777011.2,5483125145.6,6011206041.6,5129746022.4,5743103180.8,5492312473.6,5575807795.2
2017-07-15 10:10:00,5581261209.6,5510397132.8,5153673216.0,5521556275.2,5717686681.6,5157769216.0,5605164646.4,5455151923.2,5544760934.4,5468317286.4,5513837772.8
2017-07-15 10:15:00,5592099225.6,5438328012.8,5020923494.4,5586516377.6,5780702822.4,5432042291.2,5740944588.8,5225023897.6,5684646707.2,5442862284.8,5420992102.4
2017-07-15 10:20:00,5367450828.8,5320061747.2,5322132684.8,5417788211.2,5836917964.8,5330203443.2,5672630681.6,5362710937.6,5661247078.4,5408912179.2,5683267993.6
2017-07-15 10:25:00,5707618713.6,5551289958.4,4966361497.6,5506120908.8,6119383040.0,5064010956.8,5583366553.6,5297827020.8,5639571046.4,5380573593.6,5363657113.6
2017-07-15 10:30:00,5415116800.0,5438676172.8,5262086144.0,5556884275.2,5722058752.0,5481499033.6,5544697036.8,5167148236.8,5751708057.6,5511457996.8,5516410060.8
2017-07-15 10:35:00,5646169702.4,5416111308.8,5169921228.8,5298961612.8,5697644134.4,5203297075.2,5783447961.6,5474944614.4,5540789452.8,5303468032.0,5553112678.4
2017-07-15 10:40:00,5516575539.2,5468073164.8,4988918169.6,5724470476.8,5771355750.4,5332894515.2,5704269824.0,5200085811.2,5669487411.2,5553541939.2,6039635558.4
2017-07-15 10:45:00,5650612224.0,5431078912.0,5166596915.2,5311546982.4,5791293440.0,5207144857.6,5639487488.0,5486070988.8,5618614272.0,5304761548.8,5561984614.4
2017-07-15 10:50:00,5517071155.2,5469155328.0,4974632140.8,5725953228.8,5769728000.0,5331748454.4,5702402867.2,5199669657.6,5673245900.8,5551322726.4,6106501939.2
2017-07-15 10:55:00,5975221862.4,5280990003.2,5319734886.4,5386948608.0,5790936268.8,5306857881.6,5737514598.4,5942919987.2,5629293363.2,5387979980.8,5654351872.0
2017-07-15 11:00:00,5719531520.0,5259501568.0,5009241702.4,5707193548.8,5799670579.2,5805875200.0,5827546316.8,5305283379.2,5480325120.0,5635323494.4,5487059763.2
2017-07-15 11:05:00,5375379046.4,5386811801.6,5679044198.4,5493203763.2,5707109990.4,5409014579.2,5506482995.2,5465482854.4,5747734118.4,5462308454.4,5693697228.8
2017-07-15 11:10:00,5846785228.8,5580338790.4,5075527270.4,5378457600.0,5670384435.2,5164901171.2,5658675609.6,5385015296.0,5502532812.8,5316035379.2,5477486592.0
2017-07-15 11:15:00,5562430259.2,5529228083.2,5582992179.2,5639137689.6,5757825024.0,5877862400.0,5662447206.4,5217947648.0,5963562188.8,5551600435.2,5628573286.4
2017-07-15 11:20:00,5637951488.0,5506301132.8,5279397478.4,5374287052.8,6084869324.8,5266379571.2,5475173990.4,5525300019.2,5626926694.4,5334364160.0,5549142835.2
2017-07-15 11:25:00,5567506841.6,5513124249.6,5023959449.6,5551043379.2,5783656038.4,5417336012.8,5742193049.6,5218646425.6,5632626688.0,5426479104.0,5416506982.4
2017-07-15 11:30:00,5417496576.0,5482138828.8,5480819916.8,5659661926.4,5869104332.8,5908606156.8,5790979686.4,5237330739.2,5694289510.4,5508851302.4,5589566259.2
