,c6643,c6947
2017-06-29 19:30:00,4166999244.8,4219770470.4
2017-06-29 19:35:00,4168041267.2,4218986496.0
2017-06-29 19:40:00,4159506841.6,4222605721.6
2017-06-29 19:45:00,4162772992.0,4215774412.8
2017-06-29 19:50:00,4166923878.4,4219798323.2
2017-06-29 19:55:00,4171205836.8,4217222758.4
2017-06-29 20:00:00,4163577446.4,4211732480.0
2017-06-29 20:05:00,4159865651.2,4215818649.6
2017-06-29 20:10:00,4164890624.0,4214097510.4
2017-06-29 20:15:00,4166248857.6,4216944230.4
2017-06-29 20:20:00,4163769139.2,4220391424.0
2017-06-29 20:25:00,4168251801.6,4216925388.8
2017-06-29 20:30:00,4166387302.4,4220904243.2
2017-06-29 20:35:00,4166665011.2,4212658995.2
2017-06-29 20:40:00,4165102796.8,4215273062.4
2017-06-29 20:45:00,4165309235.2,4215451648.0
2017-06-29 20:50:00,4169991782.4,4220592128.0
2017-06-29 20:55:00,4163247308.8,4219328921.6
2017-06-29 21:00:00,4158338662.4,4217643827.2
2017-06-29 21:05:00,4166965657.6,4213322547.2
2017-06-29 21:10:00,4165009408.0,4213975449.6
2017-06-29 21:15:00,4168473804.8,4214709452.8
2017-06-29 21:20:00,4162647654.4,4217026969.6
2017-06-29 21:25:00,4169983590.4,4216455168.0
2017-06-29 21:30:00,4160650444.8,4216617369.6
2017-06-29 21:35:00,4166536396.8,4219718860.8
2017-06-29 21:40:00,4166092390.4,4215484416.0
2017-06-29 21:45:00,4163858432.0,4214851174.4
2017-06-29 21:50:00,4166259507.2,4217448038.4
2017-06-29 21:55:00,4164574412.8,4202586112.0
2017-06-29 22:00:00,4168008499.2,4215469670.4
2017-06-29 22:05:00,4167100825.6,4218271334.4
2017-06-29 22:10:00,4167751270.4,4219977728.0
2017-06-29 22:15:00,4165424742.4,4211920076.8
2017-06-29 22:20:00,4169675571.2,4218662912.0
2017-06-29 22:25:00,4167195852.8,4213048115.2
2017-06-29 22:30:00,4165225676.8,4215950540.8
2017-06-29 22:35:00,4163638886.4,4216573132.8
2017-06-29 22:40:00,4164322099.2,4216718131.2
2017-06-29 22:45:00,4166713344.0,4218769408.0
2017-06-29 22:50:00,4166234112.0,4215011737.6
2017-06-29 22:55:00,4164013260.8,4211766067.2
2017-06-29 23:00:00,4168539340.8,4216659968.0
2017-06-29 23:05:00,4168074035.2,4216734515.2
2017-06-29 23:10:00,4160702054.4,4218101760.0
2017-06-29 23:15:00,4169223372.8,4215727718.4
2017-06-29 23:20:00,4172179046.4,4214856089.6
2017-06-29 23:25:00,4168783462.4,4218222182.4
2017-06-29 23:30:00,4162569011.2,4217743769.6
2017-06-29 23:35:00,4161495859.2,4212161740.8
2017-06-29 23:40:00,4171617075.2,4218463027.2
2017-06-29 23:45:00,4162218393.6,4217292390.4
2017-06-29 23:50:00,4167534182.4,4214685696.0
2017-06-29 23:55:00,4162219212.8,4212740096.0
2017-06-30 00:00:00,4167515340.8,4222392729.6
2017-06-30 00:05:00,4161417216.0,4218550681.6
2017-06-30 00:10:00,4163499622.4,4212891648.0
2017-06-30 00:15:00,4169012838.4,4216230707.2
2017-06-30 00:20:00,4164889804.8,4212713881.6
2017-06-30 00:25:00,4170115481.6,4209975296.0
2017-06-30 00:30:00,4168825241.6,4216411750.4
2017-06-30 00:35:00,4170031923.2,4222346854.4
2017-06-30 00:40:00,4168031436.8,4216640307.2
2017-06-30 00:45:00,4169071820.8,4211094323.2
2017-06-30 00:50:00,4159199641.6,4215939072.0
2017-06-30 00:55:00,4165858918.4,4219267481.6
2017-06-30 01:00:00,4167661158.4,4218001817.6
2017-06-30 01:05:00,4165554995.2,4212019200.0
2017-06-30 01:10:00,4164359782.4,4218101760.0
2017-06-30 01:15:00,4165922816.0,4217777356.8
2017-06-30 01:20:00,4164526899.2,4213701017.6
2017-06-30 01:25:00,4166609305.6,4212292812.8
2017-06-30 01:30:00,4167077888.0,4214682419.2
2017-06-30 01:35:00,4166978764.8,4215367270.4
2017-06-30 01:40:00,4166781337.6,4216736153.6
2017-06-30 01:45:00,4166816563.2,4216698470.4
2017-06-30 01:50:00,4166139904.0,4215182950.4
2017-06-30 01:55:00,4165241241.6,4216913100.8
2017-06-30 02:00:00,4165863833.6,4217759334.4
2017-06-30 02:05:00,4165389516.8,4217414451.2
2017-06-30 02:10:00,4164079616.0,4217419366.4
2017-06-30 02:15:00,4169036595.2,4218323763.2
2017-06-30 02:20:00,4166642073.6,4216986009.6
