,c6913,c6631,c6630,c6628,c7124,c7120,c7119,c7121,c7122,c7123,c7116
2017-07-14 23:35:00,1.154992651939392,0.9891955971717834,1.1832676887512208,0.9380486249923706,0.9623454213142395,1.3104122638702393,1.1224711775779723,1.3557103633880616,1.0466552257537842,1.2127578377723693,1.3049586415290833
2017-07-14 23:40:00,1.220294141769409,1.0869850158691405,1.222969937324524,1.0015289664268494,0.9919989466667175,1.3751190423965454,1.1251484394073485,1.3631361246109008,1.0572435140609742,1.2697699308395385,1.3154582500457763
2017-07-14 23:45:00,1.204648232460022,1.0719952583312988,1.2395662307739257,1.0091360211372375,0.9842694520950317,1.4072009086608888,1.142558717727661,1.3506317615509034,1.1069684743881225,1.3090945720672607,1.398895812034607
2017-07-14 23:50:00,1.2285025358200072,1.0826852083206178,1.21808180809021,1.02117520570755,0.9834165930747986,1.3765650510787963,1.1215408563613891,1.3696892976760864,1.0697573900222779,1.2893576860427856,1.3602461576461793
2017-07-14 23:55:00,1.2152206897735596,1.0593844652175903,1.221899151802063,1.0076536297798158,0.9968137264251709,1.3967800617218018,1.129142665863037,1.3341135501861572,1.1062275886535644,1.308982825279236,1.3774503231048585
2017-07-15 00:00:00,1.2188050746917725,1.0948716163635255,1.2286975145339967,0.9952086448669434,0.9768948435783387,1.3811256885528564,1.122619915008545,1.3838329076766969,1.075098204612732,1.2685568809509278,1.3873032331466675
2017-07-15 00:05:00,1.23717041015625,1.0616222620010376,1.222343420982361,1.0198025941848754,0.9983448147773742,1.4102229356765748,1.1464656829833983,1.3368798971176148,1.0868453979492188,1.3190520048141479,1.377865982055664
2017-07-15 00:10:00,1.2235358476638794,1.071388602256775,1.23637216091156,0.9989643692970276,0.9807637929916382,1.3886265516281129,1.1269510507583618,1.3753602981567383,1.079384183883667,1.2443307399749757,1.4099520444869995
2017-07-15 00:15:00,1.2371856689453125,1.0873984098434448,1.2222779035568236,1.0339401721954347,0.9902211189270019,1.4094649076461792,1.1449504613876342,1.3511958360671996,1.0934046745300292,1.2770411729812623,1.368001890182495
2017-07-15 00:20:00,1.2141013145446777,1.0625681042671205,1.254432487487793,0.9698127508163452,0.9742524743080139,1.390016531944275,1.1274248838424683,1.3685635805130005,1.0737739324569702,1.2942734479904174,1.3846795558929443
2017-07-15 00:25:00,1.2370455980300903,1.078048014640808,1.217842698097229,0.9922074317932129,0.9962579607963562,1.3949968814849854,1.1384035348892212,1.357717227935791,1.043099331855774,1.298531675338745,1.3692309617996217
2017-07-15 00:30:00,1.2242353439331055,1.079961085319519,1.23255774974823,1.0161504983901977,0.9960829019546509,1.3971486568450928,1.1392613410949708,1.3482799053192138,1.0962089061737061,1.3015519857406617,1.4257027149200439
2017-07-15 00:35:00,1.239026951789856,1.08159396648407,1.226855492591858,0.997759199142456,0.983536422252655,1.3752864360809327,1.113552165031433,1.3538392782211304,1.0601769924163817,1.2837314128875732,1.36949782371521
2017-07-15 00:40:00,1.2256099224090575,1.0580947875976563,1.2139183759689331,1.0114810943603516,0.9963237524032593,1.3994645595550537,1.1515381813049317,1.3399713277816772,1.0960692405700683,1.3162781238555907,1.3892030239105224
2017-07-15 00:45:00,1.2111362218856812,1.0868965625762939,1.237218403816223,0.9941115975379944,0.9914753079414368,1.3835907220840453,1.089338231086731,1.3774383306503295,1.0912826538085938,1.2822938442230225,1.4010275840759276
2017-07-15 00:50:00,1.2237974643707275,1.0761753797531128,1.2183664560317993,1.0535531640052795,1.001695191860199,1.4024280071258546,1.148397970199585,1.3345266580581665,1.0823981523513795,1.3117953300476075,1.3672964334487916
2017-07-15 00:55:00,1.2211686611175536,1.06930570602417,1.2478493928909302,0.9970755100250244,0.9615127325057984,1.376803469657898,1.1225903272628783,1.3695453882217408,1.067384910583496,1.2925782680511475,1.4009368181228639
2017-07-15 01:00:00,1.2391873836517333,1.0753451943397523,1.2324247121810914,0.9978445768356323,1.0129802346229553,1.4266623497009276,1.1393263339996338,1.350963020324707,1.0958283185958861,1.2966795682907104,1.382051205635071
2017-07-15 01:05:00,1.2220004796981812,1.0785084962844849,1.2526985645294189,1.0081464767456054,0.9824342012405396,1.3846500396728516,1.1166626691818238,1.368292999267578,1.0653069496154786,1.2911547422409058,1.369519090652466
2017-07-15 01:10:00,1.227310299873352,1.0931110382080078,1.2192865848541259,1.0059069514274597,1.0000624060630798,1.380493426322937,1.1353954076766968,1.3630269050598145,1.0750104188919067,1.2809821605682372,1.3705954074859619
2017-07-15 01:15:00,1.161068606376648,1.0813124895095825,1.2468217134475708,1.006991934776306,0.998697030544281,1.3862048625946044,1.148927640914917,1.3421899795532226,1.0863214254379272,1.3040218114852906,1.403532361984253
2017-07-15 01:20:00,1.221213173866272,1.0952279806137084,1.2196714878082275,0.9533681511878968,0.9837340474128723,1.3988295555114747,1.134204339981079,1.36662015914917,1.0643193483352662,1.283807396888733,1.3545334339141846
2017-07-15 01:25:00,1.2213651895523072,1.0545205116271972,1.229697036743164,1.0198741793632506,0.9824793934822083,1.4004568815231324,1.1352866888046265,1.336625838279724,1.0765577793121337,1.315716552734375,1.4031783103942872
2017-07-15 01:30:00,1.217443299293518,1.1022446155548096,1.2331010103225708,0.9973890066146851,0.9849222302436829,1.3858664751052856,1.1393812537193297,1.3752612113952636,1.0664343595504762,1.2815598249435425,1.2935765027999877
2017-07-15 01:35:00,1.229652214050293,1.0625587224960327,1.225329327583313,1.0224578380584717,1.0062816977500915,1.3933470964431762,1.1396392822265624,1.3367672681808471,1.0943251848220825,1.3130138397216797,1.3938550233840943
2017-07-15 01:40:00,1.2165713787078858,1.0886008262634277,1.2505469799041748,0.9883685350418091,0.9737204551696778,1.3902206897735596,1.1133249282836915,1.3727559089660644,1.0492556929588317,1.2695921897888183,1.383422350883484
