,c6912,c6939,c6910,c6916,c6914,c6915,c6930,c6937,c6938,c6913,c7241,c7240,c7243,c7242,c7245,c7244,c6901,c6903,c6902,c6905,c6904,c6929,c6906,c6909,c6908,c6948,c6945,c6944,c6941,c6940,c6943,c6942
2017-07-03 11:45:00,0.04048378840088844,0.027190709859132765,0.030735474638640882,0.03356343917548656,0.04188908264040947,0.03396768271923065,0.025466875173151493,0.028799349442124367,0.026508245244622232,0.03211946114897728,0.03909725211560726,0.03757167011499405,0.041881273686885837,0.03464045226573944,0.03569034859538078,0.040251534804701804,0.04067297838628292,0.025548594072461128,0.04118436649441719,0.01906633358448744,0.0377578005194664,0.025384434126317502,0.0319201547652483,0.02557345349341631,0.026450974494218828,0.07460945546627044,0.08877784051001072,0.02759807836264372,0.02849658690392971,0.022451369650661947,0.02867315337061882,0.02068606484681368
2017-07-03 11:50:00,0.03157559223473072,0.019173809513449668,0.034704168885946275,0.029930121451616287,0.07515980191528797,0.02742020823061466,0.025738026201725005,0.023681529611349107,0.02815975993871689,0.04208153784275055,0.027412965893745422,0.03253069296479225,0.15697940178215503,0.03263907791115343,0.04245254769921303,0.02628887854516506,0.0273176409304142,0.042553575709462166,0.02745595686137676,0.017127508716657757,0.02757668010890484,0.027932248264551162,0.02335224561393261,0.04467096570879221,0.02328132763504982,0.04069831073284149,0.031157638505101205,0.01928972117602825,0.03748710043728352,0.02060043103992939,0.03085910193622112,0.028415887057781218
2017-07-03 11:55:00,0.026505657099187376,0.029338119179010393,0.026358048617839813,0.020026483689434826,0.029592143557965755,0.021003009751439095,0.026230882108211517,0.03249990623444319,0.03255228903144598,0.026056458801031114,0.03033551536500454,0.03005651794373989,0.07532954290509224,0.02157473247498274,0.034417074918746945,0.024118093028664588,0.01965906023979187,0.02820037938654423,0.020641077775508165,0.023081767931580545,0.02710857205092907,0.02661128416657448,0.028585861995816232,0.0223862050101161,0.02360484264791012,0.024077992141246795,0.021752979978919028,0.018823036551475526,0.01936257481575012,0.022265936620533465,0.027529524639248848,0.019254847057163717
2017-07-03 12:00:00,0.04290836900472641,0.02809225581586361,0.02119680866599083,0.02735864631831646,0.08023039251565933,0.03451403770595789,0.02995009534060955,0.03840070888400078,0.026614679023623466,0.05015208087861538,0.03441313523799181,0.036662347987294196,0.04220464527606964,0.022510751988738774,0.0333852406591177,0.026014579087495805,0.04165348783135414,0.02041505053639412,0.03763529546558857,0.01503177098929882,0.020767867751419544,0.020558899641036986,0.029161982238292694,0.037285592406988144,0.029512405022978784,0.03542288076132536,0.02892288565635681,0.020418431237339975,0.02897247951477766,0.04139288999140263,0.029027605429291725,0.05312988050282001
2017-07-03 12:05:00,0.04204089045524597,0.028250114992260933,0.01952052619308233,0.030130226630717516,0.02908245660364628,0.04558669291436672,0.02407102920114994,0.019992590881884098,0.031010931357741356,0.02404280975461006,0.022832501865923404,0.02161717405542731,0.02165216044522822,0.024386381823569538,0.026338632218539715,0.02876081019639969,0.030703118070960045,0.0208528783172369,0.028979449719190597,0.018557821586728095,0.021529887430369855,0.018165906332433222,0.0259151516482234,0.027773369662463666,0.029211195185780525,0.029639557003974915,0.023280741274356843,0.026185302063822746,0.02737129107117653,0.03038288690149784,0.020963612757623196,0.02312166765332222
2017-07-03 12:10:00,0.018883857131004333,0.0303372859954834,0.07191236671060323,0.02060328619554639,0.031766806915402415,0.062370140478014945,0.015327894501388073,0.021465554460883142,0.018713129311800004,0.019858145713806154,0.01902824155986309,0.017728317715227603,0.020631039142608644,0.02886197715997696,0.026701726764440537,0.03730570152401924,0.037877227365970614,0.022332094982266425,0.0189254904165864,0.01886030100286007,0.01775739584118128,0.016933276318013668,0.021664675138890744,0.027939396910369396,0.026655999943614006,0.019282306917011736,0.04206175655126572,0.022513178735971452,0.020647644996643066,0.024504918977618216,0.017452828027307986,0.04413118176162243
2017-07-03 12:15:00,0.024402259662747384,0.024955595098435878,0.021002928353846075,0.0396233594045043,0.020535956253297627,0.02100643077865243,0.019294121116399766,0.022829384077340364,0.021716148406267167,0.018663689121603967,0.017165115848183633,0.015567291155457496,0.0156912786886096,0.02437743954360485,0.0345266479998827,0.04052824713289738,0.026772759109735488,0.025348427705466747,0.07841864060610533,0.01654620226472616,0.02270591203123331,0.02473839893937111,0.029300828650593757,0.022627308452501892,0.018155663460493087,0.01932201161980629,0.03092046417295933,0.024931735545396804,0.026654666289687157,0.020233570598065853,0.032234209962189196,0.021224117279052733
2017-07-03 12:20:00,0.023714089766144753,0.019729696586728095,0.023663888126611708,0.02439170368015766,0.025788457319140434,0.021690349001437424,0.02954763974994421,0.022174821235239506,0.022621405124664307,0.019782276824116707,0.02077720910310745,0.020555719174444674,0.023533746227622034,0.021953507140278817,0.03515673745423555,0.019422556087374688,0.020299385860562326,0.02376917451620102,0.024059077352285387,0.022366083040833474,0.020282925665378572,0.018634314462542535,0.018746120296418665,0.03355935253202915,0.019733227044343948,0.02295038178563118,0.018224497511982917,0.020375267975032328,0.028681059554219245,0.01999259814620018,0.02280993275344372,0.05004629027098417
2017-07-03 12:25:00,0.028525567054748534,0.02603927254676819,0.06646833270788192,0.026788343489170075,0.0539173923432827,0.03092246167361736,0.02322627156972885,0.035343267023563385,0.024941873177886008,0.02556467950344086,0.021749424259178342,0.024484629184007643,0.027812368609011172,0.022839702665805817,0.030828941985964774,0.04394107963889837,0.04139534123241902,0.02761285603046417,0.03205262720584869,0.018870246410369874,0.02718500830233097,0.02693423368036747,0.035503754019737245,0.025506635569036006,0.025605149380862714,0.03125253394246101,0.04065700583159924,0.020336832478642465,0.023082067095674574,0.022166947647929192,0.029079360142350196,0.019927476346492768
2017-07-03 12:30:00,0.024789452739059924,0.02986777536571026,0.023651605099439622,0.023384737316519022,0.024013642966747285,0.054339029267430304,0.03941816054284573,0.01748455045744777,0.03326324131339788,0.02442255038768053,0.02054049982689321,0.02835954912006855,0.021094078617170452,0.022561382642015813,0.03140895962715149,0.024039449729025365,0.025133243203163146,0.02357967011630535,0.020173214748501776,0.02954399783629924,0.02636363562196493,0.02764766737818718,0.06035343911498785,0.021977701783180238,0.026551440730690955,0.025524529721587898,0.024497353285551072,0.02675541639328003,0.019260907731950282,0.02275064866989851,0.022985734418034552,0.02067044284194708
2017-07-03 12:35:00,0.022086235135793685,0.02681504897773266,0.025053448975086212,0.01947094891220331,0.02563280127942562,0.02319573275744915,0.022460745833814143,0.09988469779491424,0.026088595390319824,0.06913141086697579,0.024118917505256833,0.02466488126665354,0.02458910644054413,0.03126981519162655,0.023126628994941712,0.02132022976875305,0.023665639385581017,0.022044244408607482,0.08039031829684973,0.02176323737949133,0.02339138984680176,0.02756054848432541,0.02649870440363884,0.023199169710278512,0.14235994964838028,0.02311212532222271,0.02658560946583748,0.025785819441080094,0.12499586716294289,0.019200239330530167,0.02736787758767605,0.020386378467082977
2017-07-03 12:40:00,0.022578917257487775,0.02593895122408867,0.028875077329576015,0.0196480767801404,0.026077788323163986,0.0295714158564806,0.02067144513130188,0.020206258073449133,0.02638128772377968,0.025070931389927865,0.01602951786480844,0.024219199642539026,0.02003838187083602,0.03506986163556576,0.017856993339955808,0.02032243199646473,0.02414656188338995,0.02924838401377201,0.08377717323601246,0.02874753288924694,0.02660587802529335,0.019794226810336112,0.024263198673725127,0.025066348351538183,0.016531077027320863,0.019726333767175676,0.024247105419635772,0.021756189689040185,0.03102356493473053,0.024243196286261082,0.023356521874666213,0.047794307582080364
2017-07-03 12:45:00,0.021438703685998917,0.022752700746059416,0.019840810261666775,0.024428702145814895,0.026251670718193055,0.05748818665742874,0.019958618469536303,0.02085600420832634,0.01839813180267811,0.02375352382659912,0.01868061921559274,0.021937459334731103,0.01966826505959034,0.028630079701542854,0.026233167201280595,0.02548185586929321,0.020677925273776054,0.023697901330888272,0.017105441237799824,0.01791507862508297,0.01863788887858391,0.019454425759613515,0.02078144997358322,0.019989996403455734,0.01760043650865555,0.020820606127381326,0.024082839488983154,0.017191237397491933,0.024776822328567503,0.02574404552578926,0.019892651215195657,0.024628668650984765
2017-07-03 12:50:00,0.027761141024529933,0.028062683716416358,0.032868343964219095,0.03276077620685101,0.03146466426551342,0.024774956237524747,0.025248082354664803,0.025004465132951736,0.0739988200366497,0.02587297447025776,0.023554781125858425,0.02885284349322319,0.02637065751478076,0.024470936320722104,0.0302877526730299,0.026090343296527863,0.05726275891065598,0.035311683639883996,0.029673749580979347,0.020323137752711773,0.0257273830473423,0.051891245599836114,0.02608894556760788,0.028142703883349895,0.03440767824649811,0.02714614346623421,0.025164442136883736,0.033892679028213024,0.030701925233006477,0.026452529430389404,0.02712910547852516,0.019328949972987175
2017-07-03 12:55:00,0.038458675146102905,0.03476778529584408,0.03402972817420959,0.02900778017938137,0.030685446038842202,0.012735077831894159,0.025526304543018342,0.021971343830227853,0.018718635849654674,0.026751115173101424,0.029640408232808113,0.02838260419666767,0.023026185017079114,0.0286051407456398,0.020548575557768345,0.025293684750795364,0.02430578861385584,0.04593066722154617,0.019715259224176405,0.030311081372201443,0.020392769016325474,0.06230781711637974,0.03191229216754436,0.031093144789338112,0.04092772677540779,0.021403101459145545,0.023406853899359703,0.01860737446695566,0.042479539290070534,0.026228782907128333,0.02308605909347534,0.023747414629906417
2017-07-03 13:00:00,0.02677193731069565,0.01840932173654437,0.022128752991557123,0.04515927406027913,0.0326682121027261,0.025713711977005005,0.023593689128756524,0.02153538055717945,0.0220097690820694,0.02701077498495579,0.01931069134734571,0.02932575289160013,0.0273701012134552,0.021373334154486657,0.027784422039985657,0.0271599892526865,0.02546849213540554,0.025186316482722758,0.023133731866255402,0.019680977053940295,0.02448346186429262,0.025877647660672666,0.029595517739653587,0.0679775733500719,0.026738497987389566,0.02839864753186703,0.025937603041529655,0.023012514784932138,0.026644437294453382,0.026345816254615784,0.023797736689448356,0.023168636299669743
2017-07-03 13:05:00,0.016238906793296336,0.015345057472586632,0.02381051816046238,0.020189131260849535,0.02409380450844765,0.01974438168108463,0.016403628513216972,0.03137526828795671,0.0318251334130764,0.0226337481290102,0.021192620694637298,0.019058582745492457,0.01573082581162453,0.02170878853648901,0.020186663419008256,0.019070072472095488,0.02372255432419479,0.028465214371681213,0.02644040510058403,0.023355633579194547,0.03207354731857777,0.01719626970589161,0.029769461788237094,0.022123115509748457,0.02025413028895855,0.021440115198493002,0.029131558910012244,0.029022051393985747,0.027818203344941138,0.020108374208211897,0.03253724873065948,0.019498785585165025
2017-07-03 13:10:00,0.020373542234301566,0.017288416065275668,0.03308977000415325,0.017242831364274024,0.023272168636322022,0.02120223417878151,0.01798366066068411,0.024029470048844814,0.03219729494303465,0.03248194754123688,0.020438614208251236,0.018652996979653835,0.0165475245565176,0.02860541772097349,0.02313494235277176,0.03374964762479067,0.028152466379106046,0.03066528830677271,0.023356693238019942,0.024180320091545582,0.0237197857350111,0.019613901525735854,0.01844993755221367,0.016415180265903474,0.022932776156812905,0.025541261583566666,0.02973989546298981,0.029061051830649377,0.02238834332674742,0.02380558252334595,0.02531499769538641,0.04450380839407444
2017-07-03 13:15:00,0.03499375097453594,0.02793634682893753,0.024478199146687984,0.02395977107807994,0.031412049010396,0.03213144689798355,0.03221078477799892,0.02768759299069643,0.029209628328680994,0.03875216580927372,0.022054940462112427,0.01735224761068821,0.01901260167360306,0.022030196711421014,0.045840056426823136,0.021777864173054697,0.01694367304444313,0.02716074660420418,0.04151687491685152,0.03589781448245048,0.028268713504076004,0.02424510642886162,0.027209493890404703,0.02414188776165247,0.026573960855603217,0.03583689257502556,0.027847776561975478,0.036208557710051534,0.02311538700014353,0.03422913439571858,0.023117011692374945,0.046978627890348436
2017-07-03 13:20:00,0.028134240955114364,0.01875013466924429,0.025955819338560105,0.023332218080759047,0.03637927696108818,0.0210553040727973,0.022498285211622716,0.01929191742092371,0.018156668613664807,0.03379020802676678,0.021242407709360124,0.02632203991524875,0.02121881563216448,0.024468840658664705,0.018375008832663298,0.02031006384640932,0.02131718397140503,0.029813886806368827,0.028933795168995857,0.024379811063408852,0.023694173246622086,0.03748749447986484,0.032837207242846486,0.02330611813813448,0.02812325246632099,0.01838601091876626,0.01970168184489012,0.024208768829703332,0.020798530802130698,0.023541529104113577,0.026798141561448573,0.03150260671973228
2017-07-03 13:25:00,0.019852893240749837,0.04500203374773264,0.01657923962920904,0.02005987986922264,0.023645595461130143,0.01520061157643795,0.023114531114697457,0.015213764738291502,0.016173838078975676,0.026231683418154718,0.02100611701607704,0.02845551520586014,0.020408939570188522,0.022962410748004914,0.025873739644885062,0.01852415278553963,0.02603344526141882,0.0427468802779913,0.020124171674251557,0.01895434409379959,0.020681974664330482,0.15154077168554067,0.026669127866625786,0.020208471268415452,0.02589348629117012,0.02108975239098072,0.01847129501402378,0.028339527547359467,0.02020924910902977,0.015327566862106323,0.01837069820612669,0.021046049334108828
2017-07-03 13:30:00,0.026287806779146196,0.026447530835866928,0.034808726981282234,0.02726410925388336,0.028184187412261964,0.02182662896811962,0.02656213417649269,0.024823182635009287,0.02144974861294031,0.02926355190575123,0.02627198901027441,0.02221911200322211,0.024473504349589347,0.023010312393307687,0.028877431899309157,0.026242153719067574,0.021776525303721428,0.022381965070962906,0.037329988181591035,0.02782895490527153,0.030466216057538985,0.026390094263479113,0.04113757442682982,0.02733726678416133,0.023272252455353738,0.02643666695803404,0.02098657637834549,0.024268829450011253,0.022609488107264042,0.02704709619283676,0.022764827124774456,0.0239800613373518
2017-07-03 13:35:00,0.023143364116549492,0.018484990298748016,0.01833663173019886,0.015144298784434795,0.026206864044070244,0.02804861795157194,0.013873189873993396,0.012790762633085252,0.018649143911898137,0.01545640081167221,0.014483498316258192,0.024296852201223372,0.031940205581486227,0.028351408243179322,0.019012572430074214,0.017469339724630117,0.016990193724632265,0.020225534215569496,0.018478096835315226,0.03201877325773239,0.0206909766420722,0.029987931065261365,0.02040019817650318,0.01838656309992075,0.017238918505609036,0.01838401947170496,0.020718265883624555,0.03126397710293531,0.018634831160306932,0.014848745055496692,0.015486245788633824,0.02794839013367891
2017-07-03 13:40:00,0.03381243944168091,0.019378619641065596,0.05976875983178616,0.025556523352861404,0.026786601170897484,0.029879843816161156,0.04774641003459692,0.02337265871465206,0.08738979622721672,0.021219150722026826,0.026584769785404205,0.03093251436948776,0.022400925308465956,0.024856100790202618,0.018819165974855424,0.01992677804082632,0.024265225045382977,0.02839100956916809,0.030393209867179395,0.033759650960564616,0.03284158036112785,0.025797778367996217,0.01969120278954506,0.023168856650590895,0.023857597075402737,0.020873942598700523,0.025671707466244698,0.02597954571247101,0.0161461700219661,0.022981949150562286,0.026998407021164895,0.024481164291501045
